contribution_id,candidate,party,office,amount,date,contributor_type,state,employer,occupation
934,Smith (D),Democrat,Senate,250,2024-12-23,Individual,IL,Finance LLC,Healthcare
935,Smith (D),Democrat,House,25,2024-10-16,PAC,KY,Retired,Retired
936,Miller (D),Democrat,Senate,18576.588422310208,2024-04-23,Individual,NY,Finance LLC,Healthcare
937,Davis (R),Republican,Governor,100,2024-06-23,Super PAC,WY,Not Employed,Healthcare
938,Miller (D),Democrat,House,50,2024-04-21,PAC,MN,Not Employed,Teacher
939,Wilson (I),Independent,Senate,100,2024-07-07,Individual,NM,Healthcare Inc,Consultant
940,Jones (R),Republican,Senate,50,2024-03-13,Individual,MS,Healthcare Inc,Attorney
941,Taylor (R),Republican,House,50,2024-03-30,PAC,IA,Education,Teacher
942,Taylor (R),Republican,Senate,100,2024-11-05,Corporate PAC,NC,Finance LLC,Business Owner
943,Davis (R),Republican,House,500,2024-09-26,Union PAC,NE,Education,Teacher
944,Wilson (I),Independent,Governor,50,2024-06-08,Individual,VT,Self-employed,Sales
945,Brown (D),Democrat,House,250,2024-02-09,PAC,FL,Healthcare Inc,Healthcare
946,Davis (R),Republican,Governor,9706.303331840734,2024-09-28,Individual,GA,Retired,Healthcare
947,Taylor (R),Republican,House,21501.870461269642,2024-10-30,Union PAC,TX,Retail Co,Retired
948,Davis (R),Republican,House,250,2024-12-05,Individual,IL,Healthcare Inc,Sales
949,Wilson (I),Independent,Senate,25,2024-03-01,Individual,TN,Finance LLC,Healthcare
950,Brown (D),Democrat,Senate,1000,2024-04-16,Individual,IA,Self-employed,Business Owner
951,Taylor (R),Republican,House,250,2024-09-25,Individual,NC,Finance LLC,Sales
952,Jones (R),Republican,House,1580.6535294898745,2024-02-22,Individual,OR,Education,Sales
953,Miller (D),Democrat,Senate,100,2024-11-11,Individual,WI,Retail Co,Consultant
954,Smith (D),Democrat,House,2283.067683559955,2024-02-11,Super PAC,MI,Not Employed,Attorney
955,Brown (D),Democrat,Senate,250,2024-11-23,Individual,NV,Education,Attorney
956,Taylor (R),Republican,Senate,100,2024-09-25,Individual,AK,Retired,Business Owner
957,Davis (R),Republican,House,2291.4692490009784,2024-02-26,Individual,NC,Education,Teacher
958,Taylor (R),Republican,Senate,50,2024-04-03,Individual,MS,Finance LLC,Sales
959,Jones (R),Republican,House,25,2024-07-25,PAC,WA,Retail Co,Consultant
960,Brown (D),Democrat,House,50,2024-05-16,Individual,TN,Self-employed,Attorney
961,Taylor (R),Republican,Senate,50,2024-06-22,PAC,OK,Tech Corp,Attorney
962,Wilson (I),Independent,House,250,2024-07-16,Individual,SD,Retired,Retired
963,Miller (D),Democrat,Senate,3431.2204802760143,2024-04-05,PAC,MD,Tech Corp,Retired
964,Brown (D),Democrat,House,3770.2729971517865,2024-09-07,PAC,UT,Tech Corp,Healthcare
965,Wilson (I),Independent,House,500,2024-11-28,Individual,KY,Retired,Engineer
966,Taylor (R),Republican,Governor,250,2024-06-24,Individual,AK,Healthcare Inc,Attorney
967,Taylor (R),Republican,House,34089.204737936896,2024-11-16,Super PAC,DE,Not Employed,Sales
968,Brown (D),Democrat,House,500,2024-07-03,PAC,MS,Retired,Consultant
969,Taylor (R),Republican,Governor,1000,2024-11-06,Individual,ID,Healthcare Inc,Sales
970,Wilson (I),Independent,Senate,2800,2024-07-19,Individual,NY,Retail Co,Consultant
971,Jones (R),Republican,Senate,8287.87660634492,2024-06-17,Super PAC,NH,Finance LLC,Sales
972,Taylor (R),Republican,House,4802.6827478266005,2024-04-27,Individual,NM,Retail Co,Sales
973,Jones (R),Republican,Governor,100,2024-03-21,Individual,WA,Finance LLC,Engineer
974,Jones (R),Republican,House,50,2024-04-30,Individual,KS,Retail Co,Healthcare
975,Smith (D),Democrat,Senate,1000,2024-09-18,Super PAC,AK,Healthcare Inc,Engineer
976,Taylor (R),Republican,House,100,2024-10-20,Super PAC,MO,Healthcare Inc,Teacher
977,Brown (D),Democrat,Governor,1211.9064116502657,2024-02-10,Individual,LA,Self-employed,Healthcare
978,Miller (D),Democrat,Governor,100,2024-05-01,Individual,NM,Retired,Consultant
979,Wilson (I),Independent,House,50,2024-01-30,Individual,NE,Not Employed,Business Owner
980,Wilson (I),Independent,House,3365.139436797797,2024-01-08,Individual,IA,Tech Corp,Attorney
981,Smith (D),Democrat,House,50,2024-07-11,Super PAC,TX,Tech Corp,Consultant
982,Jones (R),Republican,Senate,1000,2024-08-02,Union PAC,NH,Retail Co,Sales
983,Jones (R),Republican,Governor,2800,2024-03-21,PAC,WI,Finance LLC,Teacher
984,Taylor (R),Republican,House,3266.444741042719,2024-02-24,Individual,RI,Finance LLC,Retired
985,Brown (D),Democrat,Governor,1000,2024-12-08,Individual,ND,Retired,Consultant
986,Jones (R),Republican,House,50,2024-03-03,PAC,IA,Retired,Teacher
987,Brown (D),Democrat,Governor,500,2024-11-03,Individual,KY,Not Employed,Attorney
988,Smith (D),Democrat,Governor,100,2024-07-30,Individual,ME,Finance LLC,Business Owner
989,Jones (R),Republican,Senate,1000,2024-11-21,Corporate PAC,CT,Finance LLC,Retired
990,Smith (D),Democrat,House,500,2024-08-31,PAC,LA,Healthcare Inc,Retired
991,Jones (R),Republican,Senate,500,2024-08-08,Individual,TN,Education,Attorney
992,Smith (D),Democrat,House,250,2024-02-03,Corporate PAC,CT,Education,Healthcare
993,Wilson (I),Independent,House,25,2024-05-28,Individual,NC,Retired,Consultant
994,Brown (D),Democrat,House,25,2024-11-27,Super PAC,NH,Self-employed,Consultant
995,Jones (R),Republican,Senate,100,2024-10-05,PAC,FL,Education,Attorney
996,Taylor (R),Republican,House,50,2024-04-26,Individual,TX,Retired,Engineer
997,Wilson (I),Independent,Governor,50,2024-06-22,Corporate PAC,WV,Self-employed,Retired
998,Brown (D),Democrat,House,100,2024-12-29,PAC,GA,Finance LLC,Consultant
999,Taylor (R),Republican,House,50,2024-11-11,Individual,ME,Retail Co,Healthcare
1000,Brown (D),Democrat,House,500,2024-06-19,Super PAC,SC,Education,Retired
1001,Wilson (I),Independent,House,100,2024-03-08,PAC,MT,Retail Co,Sales
1002,Davis (R),Republican,Senate,3770.4841492225655,2024-05-25,Individual,NH,Self-employed,Engineer
1003,Taylor (R),Republican,House,3877.7974730092606,2024-05-24,Individual,AR,Retired,Healthcare
1004,Miller (D),Democrat,House,500,2024-01-01,Individual,MT,Education,Healthcare
1005,Wilson (I),Independent,Senate,50,2024-06-16,Corporate PAC,HI,Finance LLC,Attorney
1006,Jones (R),Republican,House,3093.5467795753643,2024-08-22,PAC,NY,Tech Corp,Sales
1007,Miller (D),Democrat,Governor,500,2024-03-31,Corporate PAC,SD,Tech Corp,Consultant
1008,Jones (R),Republican,House,2800,2024-03-18,Corporate PAC,OR,Finance LLC,Consultant
1009,Smith (D),Democrat,House,50,2024-06-28,Individual,IA,Education,Healthcare
1010,Davis (R),Republican,Senate,11716.043383182288,2024-07-23,Individual,AR,Retail Co,Healthcare
1011,Taylor (R),Republican,House,25,2024-05-11,Individual,KS,Education,Retired
1012,Smith (D),Democrat,Senate,250,2024-06-13,Super PAC,WV,Education,Business Owner
1013,Smith (D),Democrat,House,50,2024-09-11,PAC,FL,Retired,Consultant
1014,Smith (D),Democrat,Governor,500,2024-07-13,Individual,GA,Retired,Business Owner
1015,Wilson (I),Independent,Senate,100,2024-07-18,Individual,TX,Not Employed,Engineer
1016,Brown (D),Democrat,House,250,2024-10-03,Individual,MD,Healthcare Inc,Attorney
1017,Jones (R),Republican,House,500,2024-03-17,PAC,ID,Self-employed,Healthcare
1018,Jones (R),Republican,House,25,2024-04-18,Individual,WA,Self-employed,Attorney
1019,Wilson (I),Independent,House,6061.464776850602,2024-12-19,Individual,KY,Education,Attorney
1020,Wilson (I),Independent,House,4785.68377579865,2024-01-04,Corporate PAC,OH,Self-employed,Retired
1021,Brown (D),Democrat,Senate,2800,2024-09-13,Corporate PAC,WY,Education,Business Owner
1022,Miller (D),Democrat,Senate,3144.7503059246837,2024-06-07,Union PAC,WV,Retired,Consultant
1023,Taylor (R),Republican,Senate,50,2024-06-20,Union PAC,IA,Retail Co,Consultant
1024,Wilson (I),Independent,Governor,500,2024-07-11,PAC,NJ,Education,Attorney
1025,Miller (D),Democrat,House,1000,2024-06-02,Individual,CT,Tech Corp,Attorney
1026,Taylor (R),Republican,House,2800,2024-07-16,Individual,WA,Retired,Healthcare
1027,Wilson (I),Independent,Senate,500,2024-08-04,Individual,NY,Tech Corp,Healthcare
1028,Smith (D),Democrat,Senate,250,2024-04-13,Corporate PAC,NC,Tech Corp,Business Owner
1029,Davis (R),Republican,Senate,2800,2024-03-05,Individual,VT,Not Employed,Engineer
1030,Davis (R),Republican,House,50,2024-03-10,PAC,AL,Tech Corp,Business Owner
1031,Taylor (R),Republican,Governor,9722.56436840906,2024-04-08,Corporate PAC,NM,Finance LLC,Sales
1032,Smith (D),Democrat,Senate,500,2024-01-03,Individual,WY,Education,Teacher
1033,Smith (D),Democrat,Governor,250,2024-12-20,Union PAC,IA,Healthcare Inc,Healthcare
1034,Jones (R),Republican,Governor,250,2024-05-03,PAC,CT,Tech Corp,Business Owner
1035,Miller (D),Democrat,Governor,25,2024-11-14,PAC,OR,Healthcare Inc,Teacher
1036,Jones (R),Republican,House,25,2024-05-12,Individual,IL,Education,Teacher
1037,Taylor (R),Republican,House,25,2024-12-15,Super PAC,WI,Tech Corp,Sales
1038,Davis (R),Republican,House,50,2024-03-27,Super PAC,WA,Retired,Consultant
1039,Smith (D),Democrat,Governor,500,2024-03-11,Individual,TX,Tech Corp,Business Owner
1040,Davis (R),Republican,House,1000,2024-02-22,Individual,AL,Retired,Engineer
1041,Miller (D),Democrat,Senate,250,2024-09-01,Super PAC,SC,Finance LLC,Consultant
1042,Davis (R),Republican,House,25,2024-08-27,PAC,OH,Retired,Sales
1043,Taylor (R),Republican,Governor,25,2024-11-13,Individual,VA,Healthcare Inc,Retired
1044,Taylor (R),Republican,House,1000,2024-02-27,Individual,MD,Education,Sales
1045,Davis (R),Republican,House,250,2024-05-27,Individual,TX,Finance LLC,Sales
1046,Wilson (I),Independent,House,500,2024-02-07,Individual,SC,Retired,Attorney
1047,Wilson (I),Independent,House,100,2024-10-14,PAC,SD,Education,Healthcare
1048,Brown (D),Democrat,Senate,1344.933444220774,2024-01-06,Individual,ND,Education,Healthcare
1049,Wilson (I),Independent,Governor,50,2024-05-19,Corporate PAC,MS,Self-employed,Attorney
1050,Brown (D),Democrat,House,100,2024-10-16,Individual,AR,Tech Corp,Retired
1051,Wilson (I),Independent,House,1000,2024-11-05,Individual,NJ,Healthcare Inc,Engineer
1052,Brown (D),Democrat,Senate,250,2024-09-01,PAC,WA,Self-employed,Sales
1053,Davis (R),Republican,House,500,2024-11-23,PAC,NV,Retail Co,Engineer
1054,Brown (D),Democrat,Governor,25,2024-11-30,Union PAC,NH,Tech Corp,Consultant
1055,Smith (D),Democrat,Senate,2244.2563292545997,2024-12-30,Corporate PAC,VA,Retired,Business Owner
1056,Wilson (I),Independent,Senate,2800,2024-06-15,Corporate PAC,KS,Healthcare Inc,Consultant
1057,Jones (R),Republican,Senate,1000,2024-08-20,Individual,AK,Not Employed,Teacher
1058,Brown (D),Democrat,House,368.7326108116163,2024-12-27,Individual,OK,Healthcare Inc,Engineer
1059,Wilson (I),Independent,House,25,2024-08-22,Individual,AZ,Retail Co,Attorney
1060,Brown (D),Democrat,Governor,25,2024-09-10,Individual,ND,Tech Corp,Engineer
1061,Davis (R),Republican,Governor,100,2024-05-11,Union PAC,NE,Tech Corp,Teacher
1062,Brown (D),Democrat,Senate,500,2024-03-10,PAC,OH,Finance LLC,Attorney
1063,Miller (D),Democrat,House,100,2024-05-18,Individual,FL,Education,Sales
1064,Davis (R),Republican,Governor,500,2024-09-04,Individual,MD,Retail Co,Healthcare
1065,Jones (R),Republican,Senate,2800,2024-12-22,Individual,PA,Finance LLC,Sales
1066,Jones (R),Republican,Governor,25,2024-11-13,Individual,LA,Retail Co,Teacher
1067,Taylor (R),Republican,House,50,2024-02-27,PAC,MT,Retired,Retired
1068,Brown (D),Democrat,Governor,500,2024-12-18,Super PAC,MO,Retired,Engineer
1069,Wilson (I),Independent,House,25,2024-07-29,Individual,PA,Retail Co,Attorney
1070,Jones (R),Republican,House,100,2024-01-31,Individual,CA,Retail Co,Retired
1071,Miller (D),Democrat,House,50,2024-11-19,Individual,ND,Tech Corp,Business Owner
1072,Smith (D),Democrat,House,3833.5292309462493,2024-05-14,PAC,OK,Education,Retired
1073,Taylor (R),Republican,House,50,2024-01-08,PAC,NH,Retired,Sales
1074,Taylor (R),Republican,Senate,100,2024-06-08,Individual,MT,Not Employed,Engineer
1075,Davis (R),Republican,House,25,2024-08-15,PAC,HI,Not Employed,Engineer
1076,Wilson (I),Independent,House,5238.2873023996235,2024-09-27,Individual,WY,Self-employed,Business Owner
1077,Brown (D),Democrat,Senate,4680.689368212358,2024-03-14,Individual,VA,Self-employed,Consultant
1078,Smith (D),Democrat,Senate,500,2024-08-31,Individual,NH,Retired,Business Owner
1079,Wilson (I),Independent,House,250,2024-05-06,Individual,IN,Not Employed,Consultant
1080,Smith (D),Democrat,House,50,2024-07-17,PAC,UT,Retail Co,Retired
1081,Taylor (R),Republican,House,25,2024-09-25,Corporate PAC,MO,Retired,Attorney
1082,Jones (R),Republican,Senate,50,2024-06-16,Super PAC,IA,Tech Corp,Retired
1083,Wilson (I),Independent,House,250,2024-07-18,Individual,MO,Retired,Sales
1084,Smith (D),Democrat,House,25,2024-10-06,Individual,MN,Healthcare Inc,Business Owner
1085,Smith (D),Democrat,Senate,100,2024-05-04,Individual,UT,Tech Corp,Sales
1086,Brown (D),Democrat,House,250,2024-08-24,Individual,VT,Not Employed,Sales
1087,Wilson (I),Independent,Senate,1368.6979804058521,2024-08-02,Corporate PAC,HI,Education,Retired
1088,Brown (D),Democrat,House,25,2024-06-07,Individual,DE,Healthcare Inc,Healthcare
1089,Smith (D),Democrat,House,1000,2024-04-11,Individual,PA,Retail Co,Business Owner
1090,Jones (R),Republican,House,100,2024-11-19,PAC,NV,Retired,Sales
1091,Brown (D),Democrat,Governor,2315.7464726097123,2024-06-17,Individual,IA,Healthcare Inc,Healthcare
1092,Smith (D),Democrat,Governor,22168.75475097131,2024-11-13,Individual,VA,Healthcare Inc,Business Owner
1093,Davis (R),Republican,Senate,500,2024-08-13,Individual,MO,Self-employed,Retired
1094,Miller (D),Democrat,Senate,250,2024-01-19,Corporate PAC,OR,Not Employed,Attorney
1095,Brown (D),Democrat,House,3842.007820067163,2024-09-28,Individual,OK,Self-employed,Healthcare
1096,Wilson (I),Independent,House,250,2024-11-17,Individual,MS,Not Employed,Teacher
1097,Davis (R),Republican,Governor,25,2024-09-15,Individual,MO,Healthcare Inc,Teacher
1098,Jones (R),Republican,House,25,2024-08-06,Individual,OR,Retail Co,Teacher
1099,Davis (R),Republican,Governor,100,2024-05-01,Individual,FL,Retail Co,Engineer
1100,Smith (D),Democrat,Governor,100,2024-01-14,Individual,IL,Education,Healthcare
1101,Miller (D),Democrat,Senate,25,2024-08-10,PAC,OR,Retired,Consultant
1102,Taylor (R),Republican,House,250,2024-01-15,Individual,NV,Finance LLC,Consultant
1103,Wilson (I),Independent,House,1000,2024-06-07,Individual,KS,Not Employed,Healthcare
1104,Davis (R),Republican,Governor,5256.430793290314,2024-10-17,Individual,WA,Tech Corp,Teacher
1105,Brown (D),Democrat,Senate,2800,2024-09-25,Individual,GA,Not Employed,Attorney
1106,Smith (D),Democrat,Senate,50,2024-03-24,Individual,MA,Retail Co,Business Owner
1107,Davis (R),Republican,House,1000,2024-12-30,Individual,MA,Not Employed,Retired
1108,Smith (D),Democrat,House,1000,2024-06-15,Corporate PAC,WA,Finance LLC,Sales
1109,Smith (D),Democrat,Senate,250,2024-10-11,Individual,MI,Education,Engineer
1110,Wilson (I),Independent,House,100,2024-10-03,PAC,TN,Self-employed,Business Owner
1111,Wilson (I),Independent,House,1000,2024-08-24,Individual,PA,Tech Corp,Consultant
1112,Jones (R),Republican,Governor,250,2024-11-29,Union PAC,SC,Tech Corp,Retired
1113,Davis (R),Republican,House,25,2024-09-22,Individual,NM,Education,Teacher
1114,Miller (D),Democrat,House,1000,2024-01-01,Individual,UT,Finance LLC,Attorney
1115,Miller (D),Democrat,House,250,2024-11-22,Individual,OR,Finance LLC,Engineer
1116,Davis (R),Republican,House,50,2024-11-11,Individual,MT,Retired,Retired
1117,Brown (D),Democrat,Senate,50,2024-06-11,PAC,UT,Self-employed,Sales
1118,Smith (D),Democrat,House,50,2024-08-05,Individual,NY,Retired,Engineer
1119,Davis (R),Republican,Senate,25,2024-09-29,Individual,DE,Finance LLC,Retired
1120,Smith (D),Democrat,House,250,2024-11-01,PAC,CA,Retail Co,Attorney
1121,Taylor (R),Republican,House,3643.8818756918727,2024-01-02,Corporate PAC,NJ,Healthcare Inc,Retired
1122,Taylor (R),Republican,Senate,2800,2024-08-23,Union PAC,TN,Self-employed,Consultant
1123,Miller (D),Democrat,Senate,100,2024-10-04,Individual,ID,Education,Healthcare
1124,Brown (D),Democrat,Senate,5263.837839093933,2024-06-20,Individual,WI,Education,Business Owner
1125,Brown (D),Democrat,House,25,2024-11-02,Individual,KS,Retired,Engineer
1126,Miller (D),Democrat,House,500,2024-10-01,Individual,MS,Retired,Healthcare
1127,Wilson (I),Independent,Governor,250,2024-07-05,PAC,NY,Healthcare Inc,Attorney
1128,Davis (R),Republican,Senate,11324.024105841585,2024-09-03,Individual,ND,Finance LLC,Business Owner
1129,Brown (D),Democrat,Senate,50,2024-06-08,Corporate PAC,PA,Retired,Retired
1130,Smith (D),Democrat,Governor,1000,2024-06-14,PAC,WI,Education,Sales
1131,Smith (D),Democrat,Senate,5581.0952088956865,2024-09-30,Union PAC,IL,Self-employed,Engineer
1132,Taylor (R),Republican,House,7666.632585805728,2024-12-05,Individual,NV,Retired,Healthcare
1133,Wilson (I),Independent,Senate,25,2024-01-24,Individual,AR,Healthcare Inc,Teacher
1134,Miller (D),Democrat,Senate,25,2024-06-28,Individual,IN,Retired,Attorney
1135,Wilson (I),Independent,Governor,1466.624036486899,2024-02-16,PAC,VT,Finance LLC,Teacher
1136,Brown (D),Democrat,Senate,100,2024-12-04,Corporate PAC,MO,Finance LLC,Engineer
1137,Wilson (I),Independent,House,100,2024-01-08,Corporate PAC,CA,Not Employed,Retired
1138,Davis (R),Republican,House,100,2024-05-19,Individual,TX,Retired,Sales
1139,Miller (D),Democrat,House,100,2024-02-29,Corporate PAC,AZ,Not Employed,Teacher
1140,Brown (D),Democrat,House,2421.641520508892,2024-03-31,Individual,IA,Tech Corp,Sales
1141,Taylor (R),Republican,Governor,5440.460775262215,2024-11-17,PAC,MD,Healthcare Inc,Retired
1142,Taylor (R),Republican,Senate,3181.5256876223107,2024-02-01,Individual,MN,Retail Co,Teacher
1143,Brown (D),Democrat,Senate,25,2024-08-10,Union PAC,OR,Retired,Consultant
1144,Brown (D),Democrat,House,25,2024-01-27,PAC,ME,Education,Sales
1145,Brown (D),Democrat,Governor,100,2024-09-18,PAC,WV,Not Employed,Engineer
1146,Smith (D),Democrat,House,100,2024-01-15,Corporate PAC,MS,Retired,Retired
1147,Brown (D),Democrat,Senate,25,2024-06-02,Super PAC,ID,Retired,Teacher
1148,Taylor (R),Republican,Senate,50,2024-07-04,Corporate PAC,WI,Finance LLC,Business Owner
1149,Jones (R),Republican,Governor,1000,2024-08-11,Individual,KY,Retail Co,Business Owner
1150,Wilson (I),Independent,Senate,50,2024-10-29,Individual,NE,Self-employed,Business Owner
1151,Taylor (R),Republican,House,50,2024-03-30,Individual,DE,Retail Co,Teacher
1152,Jones (R),Republican,Senate,250,2024-09-09,PAC,OK,Finance LLC,Attorney
1153,Jones (R),Republican,House,100,2024-05-11,Corporate PAC,KS,Self-employed,Teacher
1154,Davis (R),Republican,Governor,2876.5315556091036,2024-11-28,Individual,CT,Education,Retired
1155,Brown (D),Democrat,House,25,2024-12-17,Individual,UT,Tech Corp,Business Owner
1156,Taylor (R),Republican,House,250,2024-08-16,Individual,MS,Tech Corp,Retired
1157,Miller (D),Democrat,House,100,2024-04-27,Individual,MD,Finance LLC,Attorney
1158,Davis (R),Republican,House,1000,2024-04-11,Individual,TX,Retail Co,Healthcare
1159,Wilson (I),Independent,House,100,2024-03-29,Corporate PAC,GA,Finance LLC,Consultant
1160,Smith (D),Democrat,House,100,2024-02-01,Individual,MO,Finance LLC,Business Owner
1161,Miller (D),Democrat,House,50,2024-07-12,Individual,FL,Healthcare Inc,Sales
1162,Davis (R),Republican,Governor,250,2024-03-18,PAC,WI,Tech Corp,Business Owner
1163,Miller (D),Democrat,House,25,2024-11-25,Individual,TX,Tech Corp,Business Owner
1164,Miller (D),Democrat,House,2800,2024-07-01,Individual,IL,Finance LLC,Consultant
1165,Wilson (I),Independent,House,5712.024028596792,2024-04-11,Individual,IN,Healthcare Inc,Sales
1166,Taylor (R),Republican,Senate,100,2024-09-19,Individual,AL,Self-employed,Sales
1167,Taylor (R),Republican,House,4851.766875181264,2024-12-21,Corporate PAC,AZ,Self-employed,Business Owner
1168,Davis (R),Republican,Governor,100,2024-01-03,Corporate PAC,IN,Retail Co,Teacher
1169,Smith (D),Democrat,House,50,2024-05-03,PAC,NE,Finance LLC,Healthcare
1170,Jones (R),Republican,Governor,250,2024-11-01,Individual,WI,Tech Corp,Engineer
1171,Brown (D),Democrat,Senate,14319.204522783743,2024-09-09,PAC,AL,Education,Engineer
1172,Brown (D),Democrat,House,100,2024-10-20,Individual,AK,Tech Corp,Attorney
1173,Smith (D),Democrat,House,100,2024-07-12,Individual,TX,Retired,Retired
1174,Smith (D),Democrat,House,3121.966871794101,2024-02-05,Individual,NC,Self-employed,Engineer
1175,Jones (R),Republican,Senate,500,2024-01-18,Corporate PAC,CO,Self-employed,Healthcare
1176,Jones (R),Republican,Senate,25,2024-12-04,Corporate PAC,MN,Not Employed,Business Owner
1177,Wilson (I),Independent,Senate,250,2024-10-02,PAC,KY,Healthcare Inc,Sales
1178,Brown (D),Democrat,House,50,2024-05-01,Individual,WA,Retired,Business Owner
1179,Wilson (I),Independent,Governor,250,2024-04-04,Individual,ME,Healthcare Inc,Teacher
1180,Smith (D),Democrat,Governor,250,2024-04-18,Individual,WA,Education,Engineer
1181,Smith (D),Democrat,Governor,50,2024-04-30,PAC,OH,Retail Co,Healthcare
1182,Davis (R),Republican,Governor,1000,2024-11-10,PAC,MI,Finance LLC,Teacher
1183,Taylor (R),Republican,Senate,25,2024-11-12,Individual,OR,Self-employed,Healthcare
1184,Wilson (I),Independent,House,50,2024-04-08,Individual,ID,Finance LLC,Engineer
1185,Brown (D),Democrat,House,250,2024-02-17,Individual,WI,Retired,Sales
1186,Smith (D),Democrat,House,5129.074141187895,2024-05-13,Individual,MT,Self-employed,Sales
1187,Smith (D),Democrat,Senate,2347.2997449703203,2024-09-05,Individual,HI,Education,Attorney
1188,Smith (D),Democrat,Governor,8353.893870069658,2024-07-06,Super PAC,NH,Not Employed,Engineer
1189,Brown (D),Democrat,House,38332.42150996038,2024-07-27,Super PAC,VT,Tech Corp,Sales
1190,Davis (R),Republican,House,500,2024-09-15,PAC,TN,Education,Business Owner
1191,Davis (R),Republican,House,5597.431233130565,2024-01-08,Individual,MT,Finance LLC,Engineer
1192,Smith (D),Democrat,House,1000,2024-08-05,Individual,RI,Self-employed,Retired
1193,Miller (D),Democrat,House,25,2024-10-21,PAC,WI,Self-employed,Engineer
1194,Miller (D),Democrat,Senate,500,2024-02-25,PAC,TN,Education,Engineer
1195,Davis (R),Republican,House,2800,2024-01-07,Individual,CT,Self-employed,Teacher
1196,Brown (D),Democrat,Governor,250,2024-09-10,Individual,CT,Retired,Sales
1197,Jones (R),Republican,Senate,250,2024-11-30,PAC,AK,Retail Co,Retired
1198,Davis (R),Republican,House,100,2024-05-06,Individual,ID,Tech Corp,Engineer
1199,Davis (R),Republican,Senate,100,2024-06-24,Individual,WI,Retired,Consultant
1200,Taylor (R),Republican,House,100,2024-12-10,Corporate PAC,ME,Retail Co,Business Owner
1201,Davis (R),Republican,House,50,2024-01-13,Super PAC,NY,Retired,Sales
1202,Brown (D),Democrat,House,25,2024-10-17,Individual,AK,Self-employed,Sales
1203,Brown (D),Democrat,Governor,500,2024-02-23,Individual,IL,Self-employed,Business Owner
1204,Wilson (I),Independent,House,250,2024-09-23,Individual,ID,Tech Corp,Engineer
1205,Smith (D),Democrat,Governor,250,2024-07-13,Corporate PAC,CT,Self-employed,Healthcare
1206,Wilson (I),Independent,Senate,500,2024-05-14,Individual,IL,Education,Consultant
1207,Jones (R),Republican,House,100,2024-03-29,Individual,IN,Education,Consultant
1208,Wilson (I),Independent,Senate,25,2024-10-06,Individual,LA,Education,Retired
1209,Brown (D),Democrat,Senate,100,2024-06-26,Individual,NH,Healthcare Inc,Attorney
1210,Smith (D),Democrat,House,1000,2024-08-06,PAC,NH,Healthcare Inc,Engineer
1211,Wilson (I),Independent,Senate,1000,2024-04-06,Individual,AZ,Retired,Healthcare
1212,Taylor (R),Republican,Governor,100,2024-07-28,Individual,TX,Education,Attorney
1213,Brown (D),Democrat,House,500,2024-11-04,PAC,NM,Retired,Retired
1214,Brown (D),Democrat,House,21722.195608702612,2024-08-12,Individual,AR,Finance LLC,Engineer
1215,Jones (R),Republican,House,250,2024-02-10,Individual,IN,Finance LLC,Retired
1216,Brown (D),Democrat,House,100,2024-02-24,Individual,RI,Self-employed,Teacher
1217,Miller (D),Democrat,Senate,500,2024-09-13,Individual,NH,Not Employed,Attorney
1218,Brown (D),Democrat,Governor,25,2024-11-03,Individual,NM,Not Employed,Retired
1219,Brown (D),Democrat,House,100,2024-07-27,Individual,SC,Finance LLC,Sales
1220,Miller (D),Democrat,House,250,2024-08-25,Individual,CA,Finance LLC,Retired
1221,Wilson (I),Independent,Senate,25,2024-05-21,Individual,VT,Tech Corp,Attorney
1222,Jones (R),Republican,House,25,2024-07-16,Individual,MS,Healthcare Inc,Healthcare
1223,Wilson (I),Independent,Senate,100,2024-01-06,Corporate PAC,VA,Healthcare Inc,Retired
1224,Smith (D),Democrat,House,1000,2024-02-15,PAC,IN,Retired,Sales
1225,Jones (R),Republican,Governor,100,2024-01-08,Individual,MO,Finance LLC,Retired
1226,Smith (D),Democrat,House,17092.249819117846,2024-08-24,Individual,AZ,Tech Corp,Consultant
1227,Wilson (I),Independent,House,100,2024-04-16,PAC,GA,Retail Co,Retired
1228,Brown (D),Democrat,Governor,50,2024-09-21,Corporate PAC,CO,Healthcare Inc,Healthcare
1229,Jones (R),Republican,Senate,50,2024-12-11,Individual,CT,Tech Corp,Attorney
1230,Taylor (R),Republican,Governor,500,2024-09-27,Individual,ID,Healthcare Inc,Consultant
1231,Miller (D),Democrat,Senate,953.2900540087094,2024-08-26,Individual,WA,Retail Co,Attorney
1232,Jones (R),Republican,House,50,2024-12-12,Super PAC,PA,Retired,Healthcare
1233,Smith (D),Democrat,Governor,1000,2024-03-04,Individual,NJ,Retail Co,Teacher
1234,Brown (D),Democrat,Governor,100,2024-08-13,PAC,MN,Healthcare Inc,Retired
1235,Davis (R),Republican,House,2088.4734076403656,2024-06-25,Individual,ME,Self-employed,Consultant
1236,Davis (R),Republican,Governor,500,2024-01-02,Individual,AZ,Tech Corp,Teacher
1237,Davis (R),Republican,Governor,1000,2024-07-20,Individual,AZ,Healthcare Inc,Healthcare
1238,Miller (D),Democrat,House,2739.85270880462,2024-12-06,Individual,UT,Self-employed,Attorney
1239,Miller (D),Democrat,Senate,50,2024-10-22,Union PAC,AR,Self-employed,Healthcare
1240,Taylor (R),Republican,House,50,2024-12-11,Corporate PAC,CO,Self-employed,Teacher
