"","studentid","term","year","midterm"
"14521",294351,"Fall",2019,88.24
"14522",266624,"Winter",2016,63.56
"14523",285999,"Spring",2018,81.31
"14524",241163,"Summer",2014,86.74
"14525",234100,"Fall",2015,88.01
"14526",201957,"Winter",2013,76.37
"14527",282797,"Spring",2020,61.57
"14528",208383,"Summer",2017,83.04
"14529",279770,"Fall",2020,90.63
"14530",211312,"Winter",2013,76.25
"14531",252361,"Spring",2022,76.21
"14532",224992,"Summer",2016,77.85
"14533",290601,"Fall",2019,88.11
"14534",228257,"Winter",2018,63.41
"14535",237481,"Spring",2017,54.43
"14536",215511,"Summer",2016,65.61
"14537",242878,"Fall",2018,101.23
"14538",262345,"Winter",2017,59.63
"14539",212527,"Spring",2019,65.42
"14540",283818,"Summer",2020,75.7
"14541",222784,"Fall",2018,86.32
"14542",293779,"Winter",2018,74.12
"14543",296058,"Spring",2015,69.73
"14544",292732,"Summer",2018,73.25
"14545",251792,"Fall",2018,79.35
"14546",262277,"Winter",2017,91.54
"14547",201649,"Spring",2013,70.01
"14548",269915,"Summer",2015,73.8
"14549",263732,"Fall",2013,91.57
"14550",274065,"Winter",2014,72.32
"14551",292086,"Spring",2017,67.79
"14552",265133,"Summer",2021,78.25
"14553",254160,"Fall",2015,75.76
"14554",205694,"Winter",2013,74.43
"14555",247332,"Spring",2012,68.38
"14556",229884,"Summer",2016,58.21
"14557",205146,"Fall",2022,74.41
"14558",289002,"Winter",2014,66.85
"14559",233458,"Spring",2015,78.61
"14560",225705,"Summer",2015,82.34
"14561",293443,"Fall",2012,94.06
"14562",277755,"Winter",2013,80.37
"14563",264284,"Spring",2014,70.22
"14564",254692,"Summer",2016,89.19
"14565",205929,"Fall",2015,83.94
"14566",227131,"Winter",2016,62.51
"14567",212115,"Spring",2020,90.6
"14568",280681,"Summer",2018,86.83
"14569",267124,"Fall",2020,78.88
"14570",229395,"Winter",2013,87.1
"14571",289132,"Spring",2014,91.44
"14572",279259,"Summer",2016,91.41
"14573",212896,"Fall",2015,83.58
"14574",234445,"Winter",2020,64.74
"14575",297162,"Spring",2020,90.24
"14576",207869,"Summer",2013,79
"14577",282266,"Fall",2017,81.8
"14578",239277,"Winter",2017,75.76
"14579",251796,"Spring",2019,76.41
"14580",203625,"Summer",2021,87.73
"14581",269753,"Fall",2014,87.54
"14582",294700,"Winter",2015,58.68
"14583",258374,"Spring",2021,71.11
"14584",248404,"Summer",2016,69.6
"14585",269607,"Fall",2017,74.16
"14586",214016,"Winter",2016,63.85
"14587",283504,"Spring",2015,59.93
"14588",291943,"Summer",2020,66.58
"14589",206947,"Fall",2018,73.75
"14590",200517,"Winter",2013,78.84
"14591",219164,"Spring",2014,62.24
"14592",273492,"Summer",2020,75.86
"14593",202314,"Fall",2021,92.81
"14594",229565,"Winter",2014,60.21
"14595",242298,"Spring",2018,81.76
"14596",267994,"Summer",2015,80.26
"14597",220975,"Fall",2015,83.49
"14598",223237,"Winter",2014,77.86
"14599",232147,"Spring",2021,56.73
"14600",219148,"Summer",2013,61.23
"14601",233394,"Fall",2014,81.9
"14602",213278,"Winter",2019,66.1
"14603",228950,"Spring",2016,72.01
"14604",289300,"Summer",2015,71.83
"14605",275421,"Fall",2019,66.68
"14606",256954,"Winter",2014,76.17
"14607",287224,"Spring",2019,85.45
"14608",225480,"Summer",2021,81.53
"14609",290463,"Fall",2019,85.71
"14610",258926,"Winter",2019,60.92
"14611",274185,"Spring",2014,73.5
"14612",248565,"Summer",2012,86.77
"14613",234843,"Fall",2015,97.75
"14614",213938,"Winter",2013,65.07
"14615",242290,"Spring",2014,72.44
"14616",236924,"Summer",2020,91.97
"14617",217827,"Fall",2019,80.62
"14618",255622,"Winter",2022,62.95
"14619",252485,"Spring",2019,70.76
"14620",233300,"Summer",2019,71.19
"14621",274931,"Fall",2013,85.4
"14622",240269,"Winter",2021,77.06
"14623",291230,"Spring",2018,76.06
"14624",235743,"Summer",2015,82.85
"14625",215929,"Fall",2015,96.56
"14626",217436,"Winter",2017,60.27
"14627",214910,"Spring",2019,75.14
"14628",270851,"Summer",2013,73.41
"14629",285415,"Fall",2019,82.83
"14630",268935,"Winter",2017,69.77
"14631",229621,"Spring",2018,83.17
"14632",253797,"Summer",2018,76.2
"14633",230807,"Fall",2021,82.82
"14634",259847,"Winter",2017,57.47
"14635",259407,"Spring",2019,72.19
"14636",233521,"Summer",2019,85.3
"14637",287705,"Fall",2020,88.89
"14638",235078,"Winter",2020,80.66
"14639",261524,"Spring",2016,69.63
"14640",242320,"Summer",2014,92.8
"14641",256542,"Fall",2018,60.45
"14642",204785,"Winter",2017,73.97
"14643",205113,"Spring",2014,68.49
"14644",280021,"Summer",2017,96.37
"14645",215040,"Fall",2018,80.69
"14646",207747,"Winter",2016,67.84
"14647",286461,"Spring",2014,65.82
"14648",233549,"Summer",2015,86.1
"14649",231069,"Fall",2018,82.55
"14650",285995,"Winter",2013,49.01
"14651",228591,"Spring",2021,76.69
"14652",221097,"Summer",2017,85.42
"14653",222168,"Fall",2019,80.09
"14654",219537,"Winter",2016,71.01
"14655",266205,"Spring",2018,80.39
"14656",276131,"Summer",2019,98.97
"14657",284289,"Fall",2018,85.63
"14658",208875,"Winter",2020,88.22
"14659",272453,"Spring",2015,67.79
"14660",287522,"Summer",2016,87.74
"14661",226093,"Fall",2022,69.51
"14662",205254,"Winter",2017,80.97
"14663",258240,"Spring",2021,65.08
"14664",219230,"Summer",2015,80.77
"14665",251885,"Fall",2017,77.41
"14666",229218,"Winter",2015,83.49
"14667",232441,"Spring",2014,79.03
"14668",213521,"Summer",2021,90.28
"14669",200115,"Fall",2014,59.55
"14670",286045,"Winter",2012,67.08
"14671",219319,"Spring",2016,67.8
"14672",293661,"Summer",2014,82.1
"14673",265252,"Fall",2013,70.07
"14674",246869,"Winter",2015,74.24
"14675",210780,"Spring",2019,70.94
"14676",238632,"Summer",2016,64.69
"14677",244704,"Fall",2012,84.42
"14678",232350,"Winter",2017,75.77
"14679",293871,"Spring",2015,77.69
"14680",237871,"Summer",2015,75.03
"14681",212154,"Fall",2019,86.09
"14682",244729,"Winter",2022,84
"14683",256174,"Spring",2012,96.43
"14684",299370,"Summer",2014,77.97
"14685",246959,"Fall",2016,88.17
"14686",277879,"Winter",2012,75.54
"14687",279565,"Spring",2015,82.51
"14688",219288,"Summer",2020,64.96
"14689",271519,"Fall",2014,87.96
"14690",266554,"Winter",2017,90.82
"14691",282008,"Spring",2017,56.13
"14692",218071,"Summer",2015,89.25
"14693",219443,"Fall",2015,69.3
"14694",259537,"Winter",2018,75.46
"14695",226494,"Spring",2017,71.93
"14696",251344,"Summer",2014,70.33
"14697",239325,"Fall",2019,89.07
"14698",258629,"Winter",2018,88.93
"14699",228175,"Spring",2019,79.44
"14700",267792,"Summer",2018,78.4
"14701",262196,"Fall",2016,85.52
"14702",271486,"Winter",2013,55.76
"14703",293387,"Spring",2021,66.13
"14704",243403,"Summer",2015,77.49
"14705",229698,"Fall",2018,79.92
"14706",237948,"Winter",2021,77.23
"14707",213896,"Spring",2020,71.51
"14708",272781,"Summer",2021,95.21
"14709",269677,"Fall",2018,59.75
"14710",211009,"Winter",2019,51.86
"14711",229421,"Spring",2013,57.96
"14712",288726,"Summer",2013,66.24
"14713",238773,"Fall",2014,87.79
"14714",275525,"Winter",2019,79.46
"14715",265858,"Spring",2013,62.74
"14716",275906,"Summer",2014,77.92
"14717",206337,"Fall",2016,79.91
"14718",299430,"Winter",2019,76.91
"14719",295776,"Spring",2016,84.84
"14720",287509,"Summer",2014,64.86
"14721",265772,"Fall",2019,90.76
"14722",278454,"Winter",2016,66.11
"14723",254538,"Spring",2022,66.32
"14724",264017,"Summer",2013,82.72
"14725",200896,"Fall",2015,89.11
"14726",295872,"Winter",2015,97.63
"14727",209478,"Spring",2019,75.11
"14728",299175,"Summer",2020,82.26
"14729",284242,"Fall",2022,89.89
"14730",210057,"Winter",2018,62.32
"14731",264979,"Spring",2021,62.36
"14732",217225,"Summer",2021,74.94
"14733",255039,"Fall",2016,106.88
"14734",297592,"Winter",2020,64.18
"14735",244968,"Spring",2014,59.64
"14736",211459,"Summer",2013,84.42
"14737",277665,"Fall",2016,86.19
"14738",284765,"Winter",2019,68.12
"14739",248000,"Spring",2013,89.12
"14740",255674,"Summer",2018,71.85
"14741",205016,"Fall",2016,83.3
"14742",232123,"Winter",2016,74
"14743",280931,"Spring",2017,68.69
"14744",245823,"Summer",2013,70.73
"14745",258729,"Fall",2013,87.47
"14746",283856,"Winter",2012,67.6
"14747",239729,"Spring",2015,94.9
"14748",212281,"Summer",2013,84.86
"14749",208560,"Fall",2018,86.74
"14750",294091,"Winter",2017,65.38
"14751",288019,"Spring",2018,70.26
"14752",225202,"Summer",2021,72.47
"14753",275091,"Fall",2022,77.41
"14754",231593,"Winter",2020,74.11
"14755",216747,"Spring",2015,54.83
"14756",277324,"Summer",2020,74.98
"14757",228463,"Fall",2018,95.98
"14758",249767,"Winter",2015,93.72
"14759",249824,"Spring",2020,48.87
"14760",275381,"Summer",2016,78.27
"14761",221589,"Fall",2015,97.22
"14762",258950,"Winter",2021,97.14
"14763",223195,"Spring",2015,83.84
"14764",230532,"Summer",2014,75.58
"14765",298184,"Fall",2022,73.78
"14766",296276,"Winter",2017,77
"14767",297444,"Spring",2021,95.4
"14768",239954,"Summer",2015,66.02
"14769",209007,"Fall",2014,80.12
"14770",280318,"Winter",2021,66.96
"14771",228816,"Spring",2019,87.97
"14772",211886,"Summer",2014,95.31
"14773",247033,"Fall",2014,84.09
"14774",227911,"Winter",2017,59.67
"14775",206173,"Spring",2019,83.79
"14776",208080,"Summer",2020,90.81
"14777",255330,"Fall",2018,76.41
"14778",261748,"Winter",2021,57.31
"14779",290015,"Spring",2021,85.94
"14780",223151,"Summer",2022,76.95
"14781",259238,"Fall",2018,75.35
"14782",270150,"Winter",2022,84.35
"14783",255948,"Spring",2017,95.68
"14784",285346,"Summer",2013,67.17
"14785",260830,"Fall",2016,69.41
"14786",290530,"Winter",2017,98.48
"14787",285385,"Spring",2015,64.47
"14788",295338,"Summer",2020,71.46
"14789",235108,"Fall",2017,89.15
"14790",227950,"Winter",2017,81.62
"14791",202787,"Spring",2016,76.39
"14792",247168,"Summer",2014,74.17
"14793",246584,"Fall",2021,97.63
"14794",271472,"Winter",2016,94.78
"14795",276715,"Spring",2014,65.47
"14796",200371,"Summer",2012,68.63
"14797",292625,"Fall",2018,89.36
"14798",299287,"Winter",2013,68.05
"14799",240642,"Spring",2016,71.98
"14800",243037,"Summer",2019,85.51
"14801",277293,"Fall",2018,90.54
"14802",274642,"Winter",2017,85.13
"14803",249072,"Spring",2017,88.07
"14804",251410,"Summer",2019,63.43
"14805",247239,"Fall",2017,96.91
"14806",260842,"Winter",2017,80.41
"14807",205901,"Spring",2018,61.45
"14808",271301,"Summer",2022,73.57
"14809",230393,"Fall",2016,81.46
"14810",241498,"Winter",2019,74.76
"14811",286264,"Spring",2016,80.49
"14812",216477,"Summer",2016,84.9
"14813",291879,"Fall",2019,69.3
"14814",223429,"Winter",2018,69.43
"14815",202100,"Spring",2019,81.88
"14816",275069,"Summer",2013,70.72
"14817",289683,"Fall",2022,61.38
"14818",241539,"Winter",2021,91.12
"14819",214250,"Spring",2020,70.79
"14820",269602,"Summer",2018,83.86
"14821",248532,"Fall",2017,67.65
"14822",267004,"Winter",2014,59.78
"14823",242783,"Spring",2015,81.49
"14824",271732,"Summer",2018,94.07
"14825",236916,"Fall",2017,89.1
"14826",211126,"Winter",2016,72.25
"14827",201827,"Spring",2020,100.56
"14828",236345,"Summer",2017,88.08
"14829",276623,"Fall",2021,80.22
"14830",251004,"Winter",2018,90.44
"14831",258498,"Spring",2014,70.83
"14832",209137,"Summer",2021,54
"14833",212604,"Fall",2021,88.49
"14834",282059,"Winter",2016,83.61
"14835",210233,"Spring",2012,78.32
"14836",261381,"Summer",2017,73.25
"14837",276992,"Fall",2013,92.46
"14838",230670,"Winter",2019,51.86
"14839",263108,"Spring",2022,72.52
"14840",230895,"Summer",2022,65.22
"14841",212380,"Fall",2015,97.72
"14842",291252,"Winter",2015,76.8
"14843",245519,"Spring",2018,78.6
"14844",251414,"Summer",2020,71.43
"14845",216095,"Fall",2014,78.29
"14846",223542,"Winter",2014,80.87
"14847",225639,"Spring",2020,95.81
"14848",243667,"Summer",2017,68.66
"14849",238736,"Fall",2020,72.38
"14850",269181,"Winter",2013,68.33
"14851",271236,"Spring",2020,78.61
"14852",232770,"Summer",2015,74.39
"14853",283340,"Fall",2014,90.9
"14854",228789,"Winter",2013,63.7
"14855",217292,"Spring",2019,88.23
"14856",289579,"Summer",2015,92.4
"14857",219786,"Fall",2016,84.81
"14858",235102,"Winter",2016,80.05
"14859",285919,"Spring",2014,76.55
"14860",234300,"Summer",2015,84.82
"14861",295607,"Fall",2021,79.54
"14862",234186,"Winter",2014,85.43
"14863",270368,"Spring",2017,56.22
"14864",240707,"Summer",2015,76.9
"14865",285407,"Fall",2022,108.6
"14866",295281,"Winter",2014,82.2
"14867",240095,"Spring",2021,84.41
"14868",279068,"Summer",2015,89.54
"14869",206301,"Fall",2012,90.2
"14870",209566,"Winter",2018,76.82
"14871",276701,"Spring",2013,67.05
"14872",294559,"Summer",2012,65.06
"14873",236797,"Fall",2013,91.26
"14874",205193,"Winter",2020,73.71
"14875",241078,"Spring",2019,69.68
"14876",258995,"Summer",2013,65.09
"14877",253081,"Fall",2012,78.25
"14878",244383,"Winter",2015,87.83
"14879",297171,"Spring",2013,117.78
"14880",267369,"Summer",2018,85.87
"14881",298623,"Fall",2018,83.95
"14882",248224,"Winter",2021,81.02
"14883",220852,"Spring",2014,88.34
"14884",212888,"Summer",2013,85.87
"14885",200074,"Fall",2016,97.38
"14886",295283,"Winter",2016,63.8
"14887",286680,"Spring",2019,83
"14888",249861,"Summer",2014,72
"14889",229331,"Fall",2021,90.49
"14890",245066,"Winter",2018,87.97
"14891",239349,"Spring",2019,75.65
"14892",292397,"Summer",2020,85.7
"14893",244635,"Fall",2020,90
"14894",201710,"Winter",2015,73.04
"14895",245661,"Spring",2014,97.44
"14896",265583,"Summer",2013,79.3
"14897",262729,"Fall",2014,71.22
"14898",288133,"Winter",2018,65.55
"14899",293945,"Spring",2015,72.65
"14900",269891,"Summer",2013,93.98
"14901",253503,"Fall",2013,85.92
"14902",285627,"Winter",2017,77.13
"14903",257113,"Spring",2014,71.02
"14904",209950,"Summer",2022,65.47
"14905",264961,"Fall",2017,83.37
"14906",220887,"Winter",2021,84.18
"14907",213045,"Spring",2015,79.67
"14908",205019,"Summer",2015,83.82
"14909",248518,"Fall",2015,71.88
"14910",260178,"Winter",2013,88.12
"14911",287223,"Spring",2020,88
"14912",294666,"Summer",2016,91.14
"14913",248271,"Fall",2014,95.65
"14914",214288,"Winter",2019,73.51
"14915",285157,"Spring",2018,80.55
"14916",208985,"Summer",2015,80.52
"14917",242150,"Fall",2012,62.99
"14918",257078,"Winter",2014,75.74
"14919",229147,"Spring",2016,60.28
"14920",235924,"Summer",2014,82.42
"14921",282831,"Fall",2014,78.72
"14922",230840,"Winter",2018,81.31
"14923",296482,"Spring",2018,66.31
"14924",279170,"Summer",2015,87.6
"14925",207131,"Fall",2015,66.24
"14926",204921,"Winter",2014,67.53
"14927",284974,"Spring",2021,83.1
"14928",249347,"Summer",2021,77.3
"14929",255271,"Fall",2013,80.22
"14930",257915,"Winter",2013,44.17
"14931",275290,"Spring",2018,77.82
"14932",274870,"Summer",2022,82.88
"14933",243861,"Fall",2015,81.91
"14934",285018,"Winter",2018,76.59
"14935",247951,"Spring",2018,55.14
"14936",296081,"Summer",2018,65.52
"14937",202837,"Fall",2015,85.51
"14938",269362,"Winter",2014,48.55
"14939",222409,"Spring",2013,72.17
"14940",226493,"Summer",2019,98.05
"14941",234368,"Fall",2013,103.06
"14942",274121,"Winter",2016,85.95
"14943",224046,"Spring",2020,67.75
"14944",265961,"Summer",2014,78.45
"14945",279913,"Fall",2016,92.74
"14946",231769,"Winter",2014,88.9
"14947",267860,"Spring",2013,72.1
"14948",206166,"Summer",2019,79.71
"14949",249575,"Fall",2018,84
"14950",228959,"Winter",2020,63.78
"14951",234362,"Spring",2020,67.92
"14952",258066,"Summer",2018,73.35
"14953",224272,"Fall",2014,88.88
"14954",217316,"Winter",2014,77.74
"14955",296965,"Spring",2014,65.49
"14956",200271,"Summer",2019,86.8
"14957",281120,"Fall",2017,90.62
"14958",298010,"Winter",2019,64.46
"14959",249162,"Spring",2018,76.5
"14960",200725,"Summer",2015,76.1
"14961",256358,"Fall",2014,83.74
"14962",297076,"Winter",2016,85.32
"14963",226332,"Spring",2020,77.46
"14964",201560,"Summer",2013,88.87
"14965",221032,"Fall",2019,75.95
"14966",272573,"Winter",2014,95.31
"14967",217957,"Spring",2013,65.75
"14968",282996,"Summer",2013,74.09
"14969",287778,"Fall",2020,96.07
"14970",290382,"Winter",2016,74.81
"14971",225707,"Spring",2016,90.68
"14972",204458,"Summer",2020,71.43
"14973",225929,"Fall",2015,76.89
"14974",203812,"Winter",2013,77.34
"14975",256191,"Spring",2016,63.72
"14976",296773,"Summer",2021,67.03
"14977",272615,"Fall",2016,96.81
"14978",222151,"Winter",2020,77.6
"14979",271100,"Spring",2014,75.94
"14980",255346,"Summer",2022,77.61
"14981",261880,"Fall",2019,72.61
"14982",292826,"Winter",2018,101.87
"14983",288554,"Spring",2022,71.89
"14984",217990,"Summer",2015,83.34
"14985",237980,"Fall",2016,90.8
"14986",227076,"Winter",2017,67.72
"14987",211011,"Spring",2015,98.71
"14988",299672,"Summer",2021,63.43
"14989",280047,"Fall",2017,88.94
"14990",207901,"Winter",2022,83.11
"14991",297668,"Spring",2020,60.21
"14992",206842,"Summer",2013,81.05
"14993",240043,"Fall",2015,83.26
"14994",202010,"Winter",2021,88.94
"14995",225233,"Spring",2019,87.07
"14996",223881,"Summer",2019,88.39
"14997",237908,"Fall",2016,76.25
"14998",236740,"Winter",2015,79.34
"14999",259700,"Spring",2020,64.84
"15000",205821,"Summer",2019,80.81
"15001",291052,"Fall",2019,98.38
"15002",226300,"Winter",2015,61.81
"15003",265541,"Spring",2019,83.69
"15004",213943,"Summer",2022,74.3
"15005",296180,"Fall",2020,82.8
"15006",299659,"Winter",2014,80.25
"15007",253749,"Spring",2014,83.82
"15008",216265,"Summer",2017,79.07
"15009",237141,"Fall",2018,109.7
"15010",274426,"Winter",2013,93.09
"15011",219583,"Spring",2020,81.43
"15012",200587,"Summer",2014,71.76
"15013",277498,"Fall",2020,83.24
"15014",224015,"Winter",2013,67.2
"15015",208007,"Spring",2018,84.04
"15016",242734,"Summer",2016,85.28
"15017",272437,"Fall",2015,72.26
"15018",286940,"Winter",2019,73.5
"15019",232964,"Spring",2012,82.76
"15020",229243,"Summer",2017,96.1
"15021",228333,"Fall",2013,80.65
"15022",292451,"Winter",2019,64.04
"15023",288300,"Spring",2015,64.75
"15024",221235,"Summer",2021,87.58
"15025",244487,"Fall",2021,79.22
"15026",270808,"Winter",2018,63.58
"15027",227692,"Spring",2017,61.63
"15028",295330,"Summer",2017,81.73
"15029",275948,"Fall",2015,89.88
"15030",221073,"Winter",2015,69.05
"15031",263493,"Spring",2020,82.25
"15032",232028,"Summer",2020,69.15
"15033",232548,"Fall",2022,84.43
"15034",232894,"Winter",2013,66.58
"15035",245319,"Spring",2018,65.48
"15036",259511,"Summer",2013,69.55
"15037",251963,"Fall",2013,73.64
"15038",214167,"Winter",2012,77.9
"15039",201828,"Spring",2017,77.95
"15040",255724,"Summer",2013,78.98
"15041",242168,"Fall",2018,70.02
"15042",264725,"Winter",2020,80.59
"15043",216034,"Spring",2020,91.57
"15044",222069,"Summer",2022,79.66
"15045",238527,"Fall",2021,77.13
"15046",212130,"Winter",2018,68.6
"15047",294651,"Spring",2012,90.59
"15048",231673,"Summer",2017,89.26
"15049",267956,"Fall",2014,89.62
"15050",253501,"Winter",2013,74.59
"15051",271676,"Spring",2017,85.48
"15052",252257,"Summer",2017,70.28
"15053",237648,"Fall",2022,67.95
"15054",282394,"Winter",2016,69.12
"15055",261796,"Spring",2018,88.52
"15056",259659,"Summer",2016,79.14
"15057",253830,"Fall",2012,76.37
"15058",254325,"Winter",2020,66.53
"15059",224791,"Spring",2019,81.46
"15060",217731,"Summer",2019,73.43
"15061",229260,"Fall",2014,68.44
"15062",290582,"Winter",2018,85.72
"15063",269795,"Spring",2016,77.12
"15064",284466,"Summer",2021,84.25
"15065",292447,"Fall",2017,75.32
"15066",217476,"Winter",2016,79.18
"15067",267121,"Spring",2014,71.97
"15068",212959,"Summer",2016,101.69
"15069",209189,"Fall",2022,91.87
"15070",251291,"Winter",2018,60.99
"15071",245305,"Spring",2022,79.69
"15072",212311,"Summer",2017,68.22
"15073",219302,"Fall",2016,82.61
"15074",253405,"Winter",2019,58.67
"15075",284089,"Spring",2020,78.55
"15076",208858,"Summer",2018,58.81
"15077",230867,"Fall",2014,87.17
"15078",271972,"Winter",2020,72.86
"15079",292468,"Spring",2020,97
"15080",279598,"Summer",2019,91.25
"15081",283277,"Fall",2017,75.38
"15082",200903,"Winter",2021,81.19
"15083",203248,"Spring",2019,62.7
"15084",257820,"Summer",2016,70.66
"15085",245377,"Fall",2013,81.78
"15086",248231,"Winter",2015,79.24
"15087",269472,"Spring",2012,73.28
"15088",270479,"Summer",2013,75.99
"15089",219618,"Fall",2015,85.47
"15090",201092,"Winter",2019,70.93
"15091",273872,"Spring",2020,67.64
"15092",290489,"Summer",2019,95.93
"15093",226785,"Fall",2016,88.57
"15094",216084,"Winter",2018,54.5
"15095",269714,"Spring",2015,64.79
"15096",280218,"Summer",2013,81.54
"15097",222842,"Fall",2014,73.95
"15098",260168,"Winter",2019,83.94
"15099",213377,"Spring",2020,85.05
"15100",234885,"Summer",2017,97.8
"15101",278827,"Fall",2016,92.07
"15102",266996,"Winter",2022,70.92
"15103",236970,"Spring",2021,64.21
"15104",259425,"Summer",2020,90.51
"15105",214345,"Fall",2021,95.44
"15106",289648,"Winter",2013,81.08
"15107",271880,"Spring",2016,78.42
"15108",274734,"Summer",2015,77.96
"15109",248378,"Fall",2016,73.05
"15110",200111,"Winter",2016,60.39
"15111",280701,"Spring",2021,82.13
"15112",227408,"Summer",2017,82.01
"15113",277358,"Fall",2019,84.06
"15114",280719,"Winter",2021,77.79
"15115",297041,"Spring",2020,75.09
"15116",242034,"Summer",2013,76.74
"15117",249773,"Fall",2019,88.33
"15118",284372,"Winter",2016,52.03
"15119",225248,"Spring",2016,73.29
"15120",292278,"Summer",2014,89.61
"15121",213043,"Fall",2016,80.75
"15122",256945,"Winter",2020,84.98
"15123",260137,"Spring",2016,75.26
"15124",213570,"Summer",2020,78.74
"15125",225161,"Fall",2013,83.88
"15126",278455,"Winter",2017,70.84
"15127",201005,"Spring",2020,74.28
"15128",209591,"Summer",2016,69.69
"15129",286759,"Fall",2018,72.02
"15130",238672,"Winter",2019,89.52
"15131",218599,"Spring",2020,77.88
"15132",291332,"Summer",2021,72.78
"15133",294611,"Fall",2012,78.43
"15134",263524,"Winter",2017,72.57
"15135",226193,"Spring",2021,71.97
"15136",271046,"Summer",2014,67.81
"15137",279145,"Fall",2015,76.36
"15138",211281,"Winter",2021,76.04
"15139",244107,"Spring",2018,85.65
"15140",209879,"Summer",2013,82.61
"15141",212436,"Fall",2019,78.74
"15142",240259,"Winter",2016,77.31
"15143",297943,"Spring",2013,89.89
"15144",259612,"Summer",2014,83.65
"15145",204189,"Fall",2021,79.81
"15146",230685,"Winter",2016,61.76
"15147",284649,"Spring",2022,76.6
"15148",271453,"Summer",2020,74.85
"15149",247558,"Fall",2017,85.47
"15150",216800,"Winter",2014,66.66
"15151",224265,"Spring",2017,72.3
"15152",206754,"Summer",2018,79.06
"15153",287630,"Fall",2020,75.53
"15154",204991,"Winter",2021,70.55
"15155",289303,"Spring",2014,73.54
"15156",255542,"Summer",2016,82.23
"15157",265313,"Fall",2013,91.47
"15158",265936,"Winter",2019,69.32
"15159",273397,"Spring",2015,58.2
"15160",239022,"Summer",2020,94.92
"15161",275469,"Fall",2016,71.46
"15162",212560,"Winter",2013,85.56
"15163",225629,"Spring",2016,68.93
"15164",239633,"Summer",2017,75.31
"15165",261672,"Fall",2014,85.42
"15166",209165,"Winter",2018,75.46
"15167",205382,"Spring",2018,75.51
"15168",224143,"Summer",2014,79.79
"15169",225877,"Fall",2014,85.89
"15170",233501,"Winter",2014,79.6
"15171",219870,"Spring",2020,74.33
"15172",287794,"Summer",2015,59.51
"15173",260786,"Fall",2017,80.5
"15174",215002,"Winter",2013,91.44
"15175",298807,"Spring",2016,56.37
"15176",213812,"Summer",2013,80.26
"15177",245762,"Fall",2017,95.67
"15178",243947,"Winter",2015,87.24
"15179",254669,"Spring",2017,83.95
"15180",253222,"Summer",2017,87.26
"15181",295797,"Fall",2016,63.22
"15182",260405,"Winter",2015,65.41
"15183",235131,"Spring",2013,83.31
"15184",265807,"Summer",2021,73.25
"15185",283248,"Fall",2013,92.51
"15186",209816,"Winter",2017,86.98
"15187",247583,"Spring",2012,81.92
"15188",252110,"Summer",2021,68.78
"15189",286712,"Fall",2014,67.36
"15190",254898,"Winter",2016,81.59
"15191",206807,"Spring",2013,66.94
"15192",281703,"Summer",2014,75.55
"15193",299716,"Fall",2016,85.36
"15194",222766,"Winter",2019,62.33
"15195",297751,"Spring",2018,69.37
"15196",275538,"Summer",2021,70.78
"15197",267267,"Fall",2014,88.15
"15198",224292,"Winter",2018,72.78
"15199",250796,"Spring",2013,85.74
"15200",200513,"Summer",2019,85.38
"15201",274186,"Fall",2012,81.51
"15202",245701,"Winter",2018,63.15
"15203",250437,"Spring",2019,81.87
"15204",211029,"Summer",2017,68.34
"15205",262895,"Fall",2020,98.81
"15206",257893,"Winter",2012,77.74
"15207",256379,"Spring",2013,40.96
"15208",258848,"Summer",2020,70.79
"15209",222550,"Fall",2016,83.51
"15210",265004,"Winter",2020,71.24
"15211",211029,"Spring",2017,84.72
"15212",273426,"Summer",2022,79.26
"15213",209477,"Fall",2014,72.78
"15214",247874,"Winter",2013,81.61
"15215",214856,"Spring",2021,81.83
"15216",269487,"Summer",2012,78.65
"15217",246488,"Fall",2015,90.37
"15218",263860,"Winter",2015,62.56
"15219",256608,"Spring",2014,81.31
"15220",276399,"Summer",2013,70.98
"15221",260814,"Fall",2019,100.1
"15222",225182,"Winter",2021,88.2
"15223",241805,"Spring",2015,79.67
"15224",218298,"Summer",2019,78.75
"15225",275084,"Fall",2014,73.73
"15226",225035,"Winter",2020,72.97
"15227",296660,"Spring",2017,64.16
"15228",249619,"Summer",2020,61.8
"15229",202721,"Fall",2016,77.44
"15230",213252,"Winter",2018,70.45
"15231",265476,"Spring",2016,66.26
"15232",255362,"Summer",2015,62.45
"15233",237074,"Fall",2021,71.05
"15234",213053,"Winter",2018,56.43
"15235",205176,"Spring",2016,73.37
"15236",242073,"Summer",2013,95.64
"15237",239601,"Fall",2021,60.21
"15238",258133,"Winter",2019,77.15
"15239",216070,"Spring",2013,81.4
"15240",230285,"Summer",2021,83.88
"15241",214922,"Fall",2020,73.08
"15242",249421,"Winter",2019,88.6
"15243",256933,"Spring",2021,68.56
"15244",227418,"Summer",2017,63.16
"15245",295757,"Fall",2012,59.97
"15246",245501,"Winter",2021,81.05
"15247",207541,"Spring",2016,93.17
"15248",211119,"Summer",2016,62.11
"15249",222563,"Fall",2021,91.14
"15250",223954,"Winter",2016,72.95
"15251",270774,"Spring",2017,78.66
"15252",292246,"Summer",2014,95.9
"15253",219222,"Fall",2022,86.54
"15254",219277,"Winter",2014,76.28
"15255",229115,"Spring",2018,84.89
"15256",219081,"Summer",2020,71.74
"15257",294842,"Fall",2021,90.7
