voter_id,treatment,age_group,education,baseline_turnout_prob,treatment_effect,voted_2022
3866,Postcard,18-29,Graduate,0.35,0.05,0
3867,Postcard,18-29,Some College,0.35,0.05,1
3868,Control,30-49,Some College,0.52,0,1
3869,Personal Visit,50-64,Bachelor's,0.68,0.12,0
3870,Control,30-49,High School,0.52,0,1
3871,Postcard,50-64,Graduate,0.68,0.05,1
3872,Personal Visit,30-49,Some College,0.52,0.12,1
3873,Personal Visit,65+,Some College,0.74,0.12,0
3874,Personal Visit,30-49,Some College,0.52,0.12,1
3875,Personal Visit,30-49,Some College,0.52,0.12,1
3876,Postcard,30-49,High School,0.52,0.05,1
3877,Personal Visit,65+,High School,0.74,0.12,1
3878,Postcard,30-49,Bachelor's,0.52,0.05,0
3879,Personal Visit,30-49,High School,0.52,0.12,1
3880,Personal Visit,18-29,Bachelor's,0.35,0.12,0
3881,Phone Call,30-49,Some College,0.52,0.08,0
3882,Control,30-49,Bachelor's,0.52,0,0
3883,Personal Visit,50-64,High School,0.68,0.12,1
3884,Phone Call,50-64,High School,0.68,0.08,1
3885,Control,30-49,Bachelor's,0.52,0,1
3886,Postcard,50-64,High School,0.68,0.05,1
3887,Personal Visit,65+,Bachelor's,0.74,0.12,1
3888,Postcard,50-64,Graduate,0.68,0.05,1
3889,Postcard,18-29,Some College,0.35,0.05,1
3890,Personal Visit,50-64,High School,0.68,0.12,1
3891,Phone Call,18-29,Some College,0.35,0.08,1
3892,Control,30-49,Graduate,0.52,0,0
3893,Control,30-49,Some College,0.52,0,1
3894,Control,30-49,Some College,0.52,0,0
3895,Postcard,30-49,Some College,0.52,0.05,1
3896,Phone Call,50-64,Some College,0.68,0.08,0
3897,Phone Call,30-49,Graduate,0.52,0.08,0
3898,Phone Call,18-29,Some College,0.35,0.08,1
3899,Phone Call,30-49,Bachelor's,0.52,0.08,1
3900,Control,30-49,Some College,0.52,0,1
3901,Postcard,18-29,Some College,0.35,0.05,0
3902,Phone Call,30-49,Graduate,0.52,0.08,0
3903,Postcard,18-29,High School,0.35,0.05,0
3904,Postcard,30-49,High School,0.52,0.05,1
3905,Phone Call,50-64,Bachelor's,0.68,0.08,1
3906,Personal Visit,50-64,Some College,0.68,0.12,1
3907,Personal Visit,65+,High School,0.74,0.12,1
3908,Personal Visit,30-49,Graduate,0.52,0.12,1
3909,Phone Call,18-29,High School,0.35,0.08,1
3910,Phone Call,50-64,Some College,0.68,0.08,1
3911,Control,65+,Bachelor's,0.74,0,0
3912,Postcard,18-29,Bachelor's,0.35,0.05,0
3913,Control,65+,Graduate,0.74,0,1
3914,Personal Visit,18-29,High School,0.35,0.12,1
3915,Control,30-49,Some College,0.52,0,0
3916,Postcard,65+,High School,0.74,0.05,1
3917,Personal Visit,30-49,Some College,0.52,0.12,0
3918,Control,18-29,Graduate,0.35,0,0
3919,Control,18-29,Some College,0.35,0,0
3920,Postcard,65+,High School,0.74,0.05,1
3921,Control,30-49,Some College,0.52,0,0
3922,Phone Call,30-49,Bachelor's,0.52,0.08,0
3923,Personal Visit,65+,Bachelor's,0.74,0.12,1
3924,Control,30-49,High School,0.52,0,0
3925,Phone Call,30-49,High School,0.52,0.08,0
3926,Phone Call,50-64,Bachelor's,0.68,0.08,0
3927,Control,30-49,High School,0.52,0,0
3928,Personal Visit,30-49,High School,0.52,0.12,0
3929,Phone Call,30-49,High School,0.52,0.08,1
3930,Phone Call,65+,High School,0.74,0.08,1
3931,Personal Visit,30-49,High School,0.52,0.12,0
3932,Personal Visit,30-49,Some College,0.52,0.12,1
3933,Control,50-64,Graduate,0.68,0,1
3934,Postcard,50-64,Some College,0.68,0.05,1
3935,Personal Visit,65+,High School,0.74,0.12,1
3936,Personal Visit,30-49,Graduate,0.52,0.12,1
3937,Control,30-49,Bachelor's,0.52,0,1
3938,Postcard,30-49,Graduate,0.52,0.05,0
3939,Postcard,50-64,High School,0.68,0.05,1
3940,Phone Call,50-64,Some College,0.68,0.08,0
3941,Personal Visit,30-49,High School,0.52,0.12,0
3942,Phone Call,30-49,High School,0.52,0.08,1
3943,Control,65+,Some College,0.74,0,1
3944,Personal Visit,30-49,Bachelor's,0.52,0.12,1
3945,Phone Call,50-64,High School,0.68,0.08,0
3946,Postcard,30-49,High School,0.52,0.05,1
3947,Control,50-64,Some College,0.68,0,1
3948,Personal Visit,50-64,Some College,0.68,0.12,1
3949,Personal Visit,30-49,Some College,0.52,0.12,0
3950,Postcard,18-29,Some College,0.35,0.05,1
3951,Personal Visit,30-49,High School,0.52,0.12,0
3952,Control,30-49,Bachelor's,0.52,0,0
3953,Postcard,30-49,Graduate,0.52,0.05,1
3954,Personal Visit,50-64,High School,0.68,0.12,1
3955,Control,18-29,Bachelor's,0.35,0,0
3956,Personal Visit,50-64,High School,0.68,0.12,0
3957,Postcard,50-64,High School,0.68,0.05,0
3958,Postcard,65+,Some College,0.74,0.05,1
3959,Personal Visit,50-64,High School,0.68,0.12,1
3960,Control,50-64,Bachelor's,0.68,0,0
3961,Personal Visit,65+,Some College,0.74,0.12,1
3962,Control,50-64,Graduate,0.68,0,1
3963,Personal Visit,50-64,Graduate,0.68,0.12,1
3964,Postcard,30-49,Some College,0.52,0.05,0
3965,Phone Call,18-29,High School,0.35,0.08,1
3966,Control,30-49,High School,0.52,0,0
3967,Control,65+,Bachelor's,0.74,0,1
3968,Personal Visit,30-49,Bachelor's,0.52,0.12,1
3969,Control,50-64,Some College,0.68,0,0
3970,Postcard,50-64,Bachelor's,0.68,0.05,1
3971,Postcard,50-64,Bachelor's,0.68,0.05,0
3972,Personal Visit,50-64,Bachelor's,0.68,0.12,1
3973,Phone Call,65+,Some College,0.74,0.08,1
3974,Postcard,65+,Some College,0.74,0.05,1
3975,Postcard,30-49,Bachelor's,0.52,0.05,1
3976,Personal Visit,18-29,Bachelor's,0.35,0.12,1
3977,Postcard,65+,Bachelor's,0.74,0.05,0
3978,Personal Visit,18-29,Some College,0.35,0.12,0
3979,Personal Visit,30-49,Some College,0.52,0.12,1
3980,Postcard,18-29,High School,0.35,0.05,0
3981,Control,50-64,Bachelor's,0.68,0,1
3982,Postcard,30-49,Bachelor's,0.52,0.05,1
3983,Personal Visit,65+,Graduate,0.74,0.12,1
3984,Postcard,65+,Some College,0.74,0.05,1
3985,Control,50-64,Some College,0.68,0,0
3986,Personal Visit,50-64,Bachelor's,0.68,0.12,1
3987,Personal Visit,50-64,Some College,0.68,0.12,1
3988,Personal Visit,65+,High School,0.74,0.12,1
3989,Phone Call,18-29,Some College,0.35,0.08,1
3990,Personal Visit,30-49,Graduate,0.52,0.12,0
3991,Control,30-49,Some College,0.52,0,0
3992,Phone Call,50-64,High School,0.68,0.08,1
3993,Phone Call,30-49,Graduate,0.52,0.08,0
3994,Postcard,65+,Bachelor's,0.74,0.05,1
3995,Phone Call,18-29,Bachelor's,0.35,0.08,0
3996,Phone Call,50-64,Some College,0.68,0.08,1
3997,Personal Visit,18-29,High School,0.35,0.12,1
3998,Control,65+,Bachelor's,0.74,0,1
3999,Phone Call,65+,High School,0.74,0.08,1
4000,Personal Visit,50-64,Some College,0.68,0.12,1
4001,Personal Visit,50-64,Some College,0.68,0.12,1
4002,Control,30-49,High School,0.52,0,0
4003,Personal Visit,65+,Bachelor's,0.74,0.12,1
4004,Phone Call,18-29,Bachelor's,0.35,0.08,0
4005,Postcard,50-64,Some College,0.68,0.05,1
4006,Postcard,18-29,Graduate,0.35,0.05,0
4007,Control,30-49,Some College,0.52,0,1
4008,Postcard,50-64,Bachelor's,0.68,0.05,1
4009,Personal Visit,30-49,Bachelor's,0.52,0.12,0
4010,Phone Call,18-29,Bachelor's,0.35,0.08,0
4011,Personal Visit,30-49,High School,0.52,0.12,1
4012,Personal Visit,18-29,High School,0.35,0.12,1
4013,Postcard,30-49,Bachelor's,0.52,0.05,1
4014,Phone Call,50-64,Some College,0.68,0.08,1
4015,Postcard,50-64,Graduate,0.68,0.05,1
4016,Personal Visit,18-29,Bachelor's,0.35,0.12,0
4017,Personal Visit,50-64,Graduate,0.68,0.12,1
4018,Phone Call,50-64,Some College,0.68,0.08,1
4019,Control,30-49,High School,0.52,0,1
4020,Phone Call,50-64,Bachelor's,0.68,0.08,1
4021,Personal Visit,50-64,Graduate,0.68,0.12,0
4022,Phone Call,30-49,Bachelor's,0.52,0.08,1
4023,Postcard,18-29,High School,0.35,0.05,0
4024,Control,65+,Graduate,0.74,0,1
4025,Control,65+,High School,0.74,0,1
4026,Control,18-29,Some College,0.35,0,0
4027,Phone Call,30-49,Bachelor's,0.52,0.08,1
4028,Phone Call,18-29,Some College,0.35,0.08,0
4029,Postcard,65+,Graduate,0.74,0.05,1
4030,Phone Call,50-64,Bachelor's,0.68,0.08,0
4031,Postcard,30-49,Graduate,0.52,0.05,0
4032,Personal Visit,30-49,High School,0.52,0.12,0
4033,Postcard,30-49,High School,0.52,0.05,1
4034,Postcard,50-64,Graduate,0.68,0.05,0
4035,Control,65+,Some College,0.74,0,1
4036,Control,18-29,Bachelor's,0.35,0,0
4037,Phone Call,50-64,High School,0.68,0.08,0
4038,Personal Visit,30-49,High School,0.52,0.12,1
4039,Postcard,30-49,High School,0.52,0.05,0
4040,Control,65+,High School,0.74,0,1
4041,Control,65+,High School,0.74,0,1
4042,Control,30-49,Bachelor's,0.52,0,0
4043,Personal Visit,50-64,High School,0.68,0.12,1
4044,Control,65+,Some College,0.74,0,1
4045,Personal Visit,50-64,Some College,0.68,0.12,1
4046,Postcard,50-64,Graduate,0.68,0.05,1
4047,Phone Call,50-64,Graduate,0.68,0.08,1
4048,Phone Call,50-64,Bachelor's,0.68,0.08,1
4049,Phone Call,50-64,High School,0.68,0.08,0
4050,Control,18-29,Some College,0.35,0,0
4051,Phone Call,30-49,Bachelor's,0.52,0.08,1
4052,Phone Call,30-49,Bachelor's,0.52,0.08,1
4053,Phone Call,30-49,Bachelor's,0.52,0.08,1
4054,Personal Visit,65+,Some College,0.74,0.12,1
4055,Phone Call,30-49,High School,0.52,0.08,1
4056,Phone Call,30-49,Some College,0.52,0.08,1
4057,Postcard,18-29,Some College,0.35,0.05,0
4058,Phone Call,65+,High School,0.74,0.08,1
4059,Control,65+,Bachelor's,0.74,0,0
4060,Phone Call,50-64,High School,0.68,0.08,1
4061,Personal Visit,18-29,Graduate,0.35,0.12,0
4062,Postcard,30-49,Some College,0.52,0.05,1
4063,Postcard,18-29,High School,0.35,0.05,1
4064,Control,50-64,Bachelor's,0.68,0,0
4065,Postcard,30-49,Bachelor's,0.52,0.05,1
4066,Personal Visit,30-49,Bachelor's,0.52,0.12,0
4067,Personal Visit,18-29,Some College,0.35,0.12,0
4068,Control,30-49,Some College,0.52,0,1
4069,Phone Call,50-64,Graduate,0.68,0.08,1
4070,Phone Call,50-64,High School,0.68,0.08,1
4071,Personal Visit,30-49,Bachelor's,0.52,0.12,0
4072,Postcard,65+,Some College,0.74,0.05,1
4073,Personal Visit,65+,Some College,0.74,0.12,1
4074,Phone Call,30-49,Some College,0.52,0.08,1
4075,Personal Visit,50-64,Some College,0.68,0.12,1
4076,Control,50-64,Some College,0.68,0,0
4077,Phone Call,30-49,Bachelor's,0.52,0.08,1
4078,Phone Call,50-64,Some College,0.68,0.08,1
4079,Phone Call,30-49,Bachelor's,0.52,0.08,1
4080,Postcard,65+,High School,0.74,0.05,1
4081,Personal Visit,65+,Some College,0.74,0.12,0
4082,Postcard,30-49,Some College,0.52,0.05,1
4083,Phone Call,30-49,High School,0.52,0.08,0
4084,Control,50-64,Graduate,0.68,0,1
4085,Postcard,30-49,Some College,0.52,0.05,1
4086,Postcard,50-64,Graduate,0.68,0.05,1
4087,Control,18-29,Some College,0.35,0,1
4088,Control,18-29,Some College,0.35,0,0
4089,Control,18-29,High School,0.35,0,0
4090,Phone Call,50-64,High School,0.68,0.08,0
4091,Postcard,50-64,Bachelor's,0.68,0.05,0
4092,Postcard,65+,Bachelor's,0.74,0.05,0
4093,Personal Visit,65+,Some College,0.74,0.12,1
4094,Phone Call,30-49,High School,0.52,0.08,1
4095,Postcard,30-49,Some College,0.52,0.05,1
4096,Control,30-49,Graduate,0.52,0,0
4097,Phone Call,30-49,Graduate,0.52,0.08,0
4098,Personal Visit,50-64,Some College,0.68,0.12,1
4099,Control,18-29,Bachelor's,0.35,0,1
4100,Control,65+,Bachelor's,0.74,0,0
4101,Phone Call,30-49,High School,0.52,0.08,0
4102,Control,30-49,Some College,0.52,0,0
4103,Postcard,30-49,High School,0.52,0.05,1
4104,Control,30-49,Bachelor's,0.52,0,0
4105,Personal Visit,18-29,Graduate,0.35,0.12,1
4106,Personal Visit,30-49,Bachelor's,0.52,0.12,1
4107,Personal Visit,50-64,Some College,0.68,0.12,1
4108,Personal Visit,65+,High School,0.74,0.12,1
4109,Personal Visit,50-64,Some College,0.68,0.12,0
4110,Control,18-29,Some College,0.35,0,1
4111,Postcard,30-49,High School,0.52,0.05,0
4112,Personal Visit,30-49,Bachelor's,0.52,0.12,1
4113,Personal Visit,65+,High School,0.74,0.12,1
4114,Personal Visit,30-49,Graduate,0.52,0.12,1
4115,Control,65+,Some College,0.74,0,0
4116,Personal Visit,18-29,High School,0.35,0.12,1
4117,Phone Call,30-49,High School,0.52,0.08,1
4118,Phone Call,18-29,Bachelor's,0.35,0.08,1
4119,Postcard,30-49,High School,0.52,0.05,1
4120,Personal Visit,65+,Bachelor's,0.74,0.12,1
4121,Control,50-64,Some College,0.68,0,1
4122,Personal Visit,30-49,Bachelor's,0.52,0.12,1
4123,Phone Call,30-49,Some College,0.52,0.08,1
4124,Personal Visit,30-49,Graduate,0.52,0.12,1
4125,Postcard,18-29,Some College,0.35,0.05,0
4126,Personal Visit,65+,High School,0.74,0.12,1
4127,Postcard,30-49,Some College,0.52,0.05,1
4128,Personal Visit,30-49,Some College,0.52,0.12,1
4129,Personal Visit,30-49,Graduate,0.52,0.12,1
4130,Postcard,65+,High School,0.74,0.05,0
4131,Phone Call,65+,High School,0.74,0.08,1
4132,Phone Call,18-29,Some College,0.35,0.08,0
4133,Personal Visit,50-64,Bachelor's,0.68,0.12,0
4134,Personal Visit,65+,Graduate,0.74,0.12,0
4135,Phone Call,30-49,High School,0.52,0.08,1
4136,Control,50-64,Graduate,0.68,0,1
4137,Postcard,18-29,Some College,0.35,0.05,0
4138,Postcard,65+,High School,0.74,0.05,1
4139,Personal Visit,18-29,Bachelor's,0.35,0.12,0
4140,Personal Visit,30-49,Graduate,0.52,0.12,1
4141,Phone Call,18-29,High School,0.35,0.08,1
4142,Control,30-49,Bachelor's,0.52,0,1
4143,Postcard,50-64,Some College,0.68,0.05,0
4144,Control,50-64,Some College,0.68,0,1
4145,Postcard,50-64,Some College,0.68,0.05,1
4146,Phone Call,30-49,High School,0.52,0.08,1
4147,Phone Call,50-64,Some College,0.68,0.08,0
4148,Control,30-49,Bachelor's,0.52,0,1
4149,Phone Call,50-64,Some College,0.68,0.08,1
4150,Postcard,18-29,High School,0.35,0.05,0
4151,Personal Visit,18-29,Some College,0.35,0.12,0
4152,Phone Call,30-49,High School,0.52,0.08,1
4153,Personal Visit,30-49,Bachelor's,0.52,0.12,1
4154,Control,30-49,High School,0.52,0,1
4155,Postcard,30-49,Graduate,0.52,0.05,1
4156,Phone Call,30-49,Some College,0.52,0.08,1
4157,Control,65+,High School,0.74,0,0
4158,Postcard,50-64,Some College,0.68,0.05,1
4159,Phone Call,18-29,High School,0.35,0.08,0
4160,Postcard,65+,Graduate,0.74,0.05,1
4161,Postcard,30-49,Bachelor's,0.52,0.05,0
4162,Control,18-29,Some College,0.35,0,1
4163,Phone Call,18-29,Some College,0.35,0.08,1
4164,Control,50-64,Bachelor's,0.68,0,1
4165,Personal Visit,30-49,Some College,0.52,0.12,1
4166,Personal Visit,65+,Bachelor's,0.74,0.12,0
4167,Postcard,65+,Graduate,0.74,0.05,1
4168,Phone Call,30-49,Some College,0.52,0.08,1
4169,Control,18-29,Graduate,0.35,0,1
4170,Phone Call,18-29,Bachelor's,0.35,0.08,0
4171,Phone Call,65+,Some College,0.74,0.08,0
4172,Phone Call,50-64,Bachelor's,0.68,0.08,1
4173,Control,18-29,Bachelor's,0.35,0,0
4174,Postcard,65+,Some College,0.74,0.05,1
4175,Postcard,50-64,High School,0.68,0.05,1
4176,Personal Visit,50-64,Bachelor's,0.68,0.12,1
4177,Phone Call,50-64,Some College,0.68,0.08,1
4178,Control,65+,High School,0.74,0,0
4179,Phone Call,50-64,Graduate,0.68,0.08,1
4180,Postcard,30-49,Bachelor's,0.52,0.05,1
4181,Phone Call,18-29,Some College,0.35,0.08,0
4182,Phone Call,50-64,High School,0.68,0.08,0
4183,Phone Call,30-49,Some College,0.52,0.08,0
4184,Postcard,30-49,Graduate,0.52,0.05,0
4185,Personal Visit,50-64,Bachelor's,0.68,0.12,1
4186,Personal Visit,65+,High School,0.74,0.12,1
4187,Postcard,30-49,Bachelor's,0.52,0.05,1
4188,Control,50-64,Bachelor's,0.68,0,0
4189,Postcard,18-29,Some College,0.35,0.05,0
4190,Control,18-29,Bachelor's,0.35,0,1
4191,Personal Visit,65+,Bachelor's,0.74,0.12,1
4192,Postcard,30-49,Bachelor's,0.52,0.05,0
4193,Control,18-29,Graduate,0.35,0,1
4194,Control,50-64,High School,0.68,0,1
4195,Personal Visit,65+,Graduate,0.74,0.12,1
4196,Phone Call,50-64,Bachelor's,0.68,0.08,0
4197,Personal Visit,50-64,High School,0.68,0.12,1
4198,Postcard,18-29,High School,0.35,0.05,1
4199,Phone Call,30-49,Some College,0.52,0.08,0
4200,Postcard,30-49,Bachelor's,0.52,0.05,1
4201,Personal Visit,30-49,Bachelor's,0.52,0.12,1
4202,Phone Call,50-64,High School,0.68,0.08,1
4203,Control,50-64,Graduate,0.68,0,1
4204,Postcard,50-64,Some College,0.68,0.05,1
4205,Control,65+,Graduate,0.74,0,1
4206,Personal Visit,30-49,Bachelor's,0.52,0.12,1
4207,Control,50-64,High School,0.68,0,1
4208,Control,18-29,Some College,0.35,0,0
4209,Postcard,30-49,High School,0.52,0.05,1
4210,Postcard,18-29,Bachelor's,0.35,0.05,0
4211,Personal Visit,50-64,Some College,0.68,0.12,0
4212,Phone Call,50-64,Some College,0.68,0.08,1
4213,Phone Call,18-29,Graduate,0.35,0.08,0
4214,Personal Visit,30-49,Some College,0.52,0.12,1
4215,Phone Call,30-49,High School,0.52,0.08,1
4216,Personal Visit,30-49,High School,0.52,0.12,0
4217,Postcard,50-64,Bachelor's,0.68,0.05,1
4218,Phone Call,18-29,Bachelor's,0.35,0.08,1
4219,Control,50-64,Some College,0.68,0,0
4220,Phone Call,18-29,High School,0.35,0.08,1
4221,Control,30-49,Graduate,0.52,0,1
4222,Phone Call,50-64,Some College,0.68,0.08,0
4223,Control,65+,Bachelor's,0.74,0,1
4224,Personal Visit,65+,Graduate,0.74,0.12,1
4225,Postcard,30-49,Bachelor's,0.52,0.05,1
4226,Postcard,18-29,Graduate,0.35,0.05,0
4227,Phone Call,18-29,High School,0.35,0.08,1
4228,Postcard,30-49,Some College,0.52,0.05,1
4229,Personal Visit,18-29,Some College,0.35,0.12,1
4230,Control,65+,Graduate,0.74,0,0
4231,Phone Call,50-64,High School,0.68,0.08,1
4232,Postcard,50-64,High School,0.68,0.05,0
4233,Control,50-64,Some College,0.68,0,1
4234,Personal Visit,50-64,Graduate,0.68,0.12,0
4235,Phone Call,65+,High School,0.74,0.08,1
4236,Personal Visit,50-64,Bachelor's,0.68,0.12,0
4237,Phone Call,18-29,High School,0.35,0.08,1
4238,Personal Visit,18-29,Some College,0.35,0.12,0
4239,Postcard,65+,Bachelor's,0.74,0.05,1
4240,Control,30-49,Some College,0.52,0,1
4241,Control,30-49,Graduate,0.52,0,0
4242,Phone Call,50-64,Some College,0.68,0.08,0
4243,Phone Call,30-49,High School,0.52,0.08,0
4244,Phone Call,18-29,High School,0.35,0.08,0
4245,Postcard,30-49,Some College,0.52,0.05,1
4246,Phone Call,30-49,Graduate,0.52,0.08,1
4247,Phone Call,50-64,Graduate,0.68,0.08,1
4248,Control,18-29,Graduate,0.35,0,1
4249,Phone Call,50-64,High School,0.68,0.08,1
4250,Postcard,30-49,Graduate,0.52,0.05,1
4251,Personal Visit,18-29,High School,0.35,0.12,1
4252,Postcard,18-29,Some College,0.35,0.05,0
4253,Personal Visit,65+,Bachelor's,0.74,0.12,1
4254,Postcard,65+,High School,0.74,0.05,1
4255,Phone Call,30-49,Graduate,0.52,0.08,1
4256,Postcard,30-49,Bachelor's,0.52,0.05,1
4257,Phone Call,18-29,Some College,0.35,0.08,0
4258,Personal Visit,30-49,Bachelor's,0.52,0.12,1
4259,Phone Call,50-64,Some College,0.68,0.08,1
4260,Personal Visit,18-29,Some College,0.35,0.12,1
4261,Personal Visit,30-49,High School,0.52,0.12,1
4262,Personal Visit,30-49,Bachelor's,0.52,0.12,0
4263,Control,50-64,Graduate,0.68,0,0
4264,Postcard,65+,Some College,0.74,0.05,1
4265,Personal Visit,18-29,Some College,0.35,0.12,0
4266,Control,65+,High School,0.74,0,1
4267,Postcard,30-49,High School,0.52,0.05,1
4268,Control,18-29,Graduate,0.35,0,1
4269,Phone Call,18-29,Graduate,0.35,0.08,1
4270,Control,50-64,Bachelor's,0.68,0,1
4271,Phone Call,65+,Graduate,0.74,0.08,0
4272,Postcard,50-64,High School,0.68,0.05,0
4273,Postcard,50-64,High School,0.68,0.05,1
4274,Postcard,18-29,Bachelor's,0.35,0.05,0
4275,Postcard,30-49,High School,0.52,0.05,0
4276,Postcard,65+,Some College,0.74,0.05,1
4277,Personal Visit,65+,Some College,0.74,0.12,1
4278,Postcard,50-64,High School,0.68,0.05,1
4279,Control,30-49,High School,0.52,0,0
4280,Postcard,18-29,Some College,0.35,0.05,1
4281,Control,30-49,Some College,0.52,0,1
4282,Phone Call,30-49,Bachelor's,0.52,0.08,1
4283,Postcard,30-49,Bachelor's,0.52,0.05,1
4284,Postcard,18-29,Some College,0.35,0.05,0
4285,Personal Visit,65+,Bachelor's,0.74,0.12,1
4286,Postcard,50-64,Graduate,0.68,0.05,0
4287,Personal Visit,18-29,Some College,0.35,0.12,1
4288,Postcard,50-64,High School,0.68,0.05,1
4289,Control,30-49,Some College,0.52,0,1
4290,Control,18-29,Some College,0.35,0,0
4291,Control,18-29,Some College,0.35,0,0
4292,Phone Call,18-29,Some College,0.35,0.08,1
4293,Control,30-49,Bachelor's,0.52,0,0
4294,Personal Visit,50-64,High School,0.68,0.12,1
4295,Postcard,18-29,Bachelor's,0.35,0.05,0
4296,Personal Visit,50-64,High School,0.68,0.12,1
4297,Phone Call,30-49,High School,0.52,0.08,1
4298,Phone Call,50-64,Bachelor's,0.68,0.08,0
4299,Postcard,18-29,Graduate,0.35,0.05,0
4300,Personal Visit,30-49,High School,0.52,0.12,0
4301,Control,30-49,Bachelor's,0.52,0,0
4302,Postcard,30-49,Some College,0.52,0.05,1
4303,Control,30-49,Graduate,0.52,0,1
4304,Postcard,50-64,High School,0.68,0.05,1
4305,Personal Visit,50-64,Some College,0.68,0.12,1
4306,Control,30-49,Bachelor's,0.52,0,0
4307,Control,65+,Some College,0.74,0,0
4308,Control,50-64,Bachelor's,0.68,0,1
4309,Phone Call,18-29,Bachelor's,0.35,0.08,1
4310,Control,30-49,High School,0.52,0,0
4311,Postcard,30-49,Bachelor's,0.52,0.05,1
4312,Phone Call,18-29,Some College,0.35,0.08,1
4313,Phone Call,65+,High School,0.74,0.08,0
4314,Postcard,65+,High School,0.74,0.05,1
4315,Postcard,18-29,High School,0.35,0.05,1
4316,Control,65+,Bachelor's,0.74,0,1
4317,Control,18-29,Bachelor's,0.35,0,0
4318,Personal Visit,50-64,Some College,0.68,0.12,1
4319,Control,30-49,Bachelor's,0.52,0,1
4320,Postcard,30-49,Graduate,0.52,0.05,0
4321,Phone Call,50-64,Bachelor's,0.68,0.08,1
4322,Postcard,30-49,Graduate,0.52,0.05,0
4323,Postcard,30-49,Graduate,0.52,0.05,0
4324,Control,65+,High School,0.74,0,0
4325,Postcard,30-49,Graduate,0.52,0.05,1
4326,Phone Call,50-64,Bachelor's,0.68,0.08,1
4327,Postcard,65+,Some College,0.74,0.05,1
4328,Phone Call,65+,High School,0.74,0.08,1
4329,Postcard,18-29,High School,0.35,0.05,1
4330,Control,65+,Some College,0.74,0,1
4331,Postcard,18-29,High School,0.35,0.05,0
4332,Phone Call,30-49,Bachelor's,0.52,0.08,1
4333,Phone Call,30-49,High School,0.52,0.08,0
4334,Personal Visit,65+,Some College,0.74,0.12,1
4335,Control,18-29,High School,0.35,0,0
4336,Postcard,50-64,Bachelor's,0.68,0.05,0
4337,Postcard,50-64,High School,0.68,0.05,1
4338,Postcard,50-64,Some College,0.68,0.05,1
4339,Phone Call,30-49,Bachelor's,0.52,0.08,1
4340,Postcard,30-49,High School,0.52,0.05,1
4341,Control,30-49,Bachelor's,0.52,0,1
4342,Phone Call,18-29,Some College,0.35,0.08,1
4343,Personal Visit,30-49,High School,0.52,0.12,1
4344,Control,30-49,Bachelor's,0.52,0,1
4345,Phone Call,30-49,High School,0.52,0.08,1
4346,Phone Call,30-49,Graduate,0.52,0.08,0
4347,Phone Call,30-49,Some College,0.52,0.08,0
4348,Phone Call,30-49,High School,0.52,0.08,0
4349,Postcard,30-49,Some College,0.52,0.05,0
4350,Postcard,18-29,Bachelor's,0.35,0.05,1
4351,Phone Call,18-29,Bachelor's,0.35,0.08,0
4352,Phone Call,30-49,High School,0.52,0.08,1
4353,Personal Visit,30-49,Some College,0.52,0.12,1
4354,Personal Visit,18-29,Graduate,0.35,0.12,0
4355,Phone Call,50-64,High School,0.68,0.08,1
4356,Postcard,50-64,Some College,0.68,0.05,1
4357,Control,30-49,Some College,0.52,0,1
4358,Postcard,30-49,Some College,0.52,0.05,1
4359,Postcard,65+,Bachelor's,0.74,0.05,1
4360,Personal Visit,65+,Bachelor's,0.74,0.12,0
4361,Personal Visit,65+,Graduate,0.74,0.12,1
4362,Personal Visit,65+,Some College,0.74,0.12,1
4363,Postcard,30-49,Bachelor's,0.52,0.05,1
4364,Phone Call,30-49,Some College,0.52,0.08,0
4365,Postcard,30-49,High School,0.52,0.05,1
4366,Control,65+,Some College,0.74,0,1
4367,Postcard,18-29,High School,0.35,0.05,1
4368,Phone Call,18-29,Some College,0.35,0.08,1
4369,Phone Call,50-64,Bachelor's,0.68,0.08,1
4370,Control,65+,Some College,0.74,0,1
4371,Personal Visit,30-49,Some College,0.52,0.12,1
4372,Control,50-64,Bachelor's,0.68,0,0
4373,Control,18-29,High School,0.35,0,0
4374,Phone Call,30-49,High School,0.52,0.08,1
4375,Phone Call,50-64,Graduate,0.68,0.08,0
4376,Personal Visit,18-29,Some College,0.35,0.12,1
4377,Personal Visit,18-29,High School,0.35,0.12,1
4378,Control,65+,High School,0.74,0,1
4379,Phone Call,30-49,Graduate,0.52,0.08,1
4380,Phone Call,30-49,Some College,0.52,0.08,1
4381,Control,30-49,Graduate,0.52,0,1
4382,Phone Call,30-49,Some College,0.52,0.08,1
4383,Control,30-49,Graduate,0.52,0,1
4384,Phone Call,30-49,Some College,0.52,0.08,0
4385,Control,65+,Graduate,0.74,0,1
4386,Phone Call,30-49,Some College,0.52,0.08,1
4387,Control,50-64,High School,0.68,0,1
4388,Postcard,30-49,Graduate,0.52,0.05,1
4389,Personal Visit,65+,High School,0.74,0.12,1
4390,Postcard,18-29,Bachelor's,0.35,0.05,0
4391,Phone Call,50-64,High School,0.68,0.08,1
4392,Control,18-29,Graduate,0.35,0,1
4393,Control,65+,Some College,0.74,0,1
4394,Postcard,50-64,High School,0.68,0.05,0
4395,Control,50-64,Bachelor's,0.68,0,1
4396,Control,65+,High School,0.74,0,1
